County  ,Municipality  ,LD  ,CD  ,Residential 2013,Residential 2014,Residential 2015,Residential 2016,Residential 2017,COO 2013,COO 2014,COO 2015,COO 2016,COO 2017,Med Rent 2013,Med Rent  2014,Med Rent  2015,Med Rent  2016,Med Rent  2017,Res. Prop Value 2013,Res. Prop Value 2014,Res. Prop Value 2015,Res. Prop Value 2016,Res. Prop Value 2017,Occ % 2013,Occ %  2014,Occ %  2015,Occ %  2016,Occ %  2017,OwnOcc 2013,OwnOcc  2014,OwnOcc  2015,OwnOcc  2016,OwnOcc  2017
Morris,Morristown,25,11,294,11,33,-,-,18,1,268,-,-,"1,416","1,489","1,472",-,-,"403,268","407,920","437,542","446,992","446,992",90.76,90.76,90.76,90.76,90.76,38.6,38.6,38.6,38.6,38.6
Salem,Oldmans,3,2,2,1,1,-,-,10,1,1,-,-,"1,183","1,154","1,158",-,-,"200,695","198,043","180,430","187,205","187,205",93.28,93.28,93.28,93.28,93.28,86.81,86.81,86.81,86.81,86.81
Salem,Pennsville,3,2,0,1,1,-,-,1,1,1,-,-,931,979,971,-,-,"160,609","154,001","149,053","146,795","146,795",92.85,92.85,92.85,92.85,92.85,73.94,73.94,73.94,73.94,73.94
Salem,Elsinboro,3,2,0,0,0,-,-,0,0,0,-,-,"1,107","1,068","1,061",-,-,"164,645","166,181","163,826","162,092","162,092",86.83,86.83,86.83,86.83,86.83,87.03,87.03,87.03,87.03,87.03
Salem,Lower Alloways Creek,3,2,3,2,0,-,-,2,0,1,-,-,742,817,739,-,-,"177,147","180,009","178,270","173,299","173,299",93.4,93.4,93.4,93.4,93.4,81.15,81.15,81.15,81.15,81.15
Camden,Berlin Twp,6,1,23,24,34,-,-,18,30,23,-,-,887,915,936,-,-,"166,576","171,273","164,748","172,979","172,979",95.46,95.46,95.46,95.46,95.46,75.04,75.04,75.04,75.04,75.04
Camden,Camden,5,1,23,8,52,-,-,23,14,4,-,-,859,872,874,-,-,"50,101","50,646","53,978","55,204","55,204",86.31,86.31,86.31,86.31,86.31,39.15,39.15,39.15,39.15,39.15
Camden,Bellmawr,5,1,0,0,0,-,-,0,0,0,-,-,825,807,805,-,-,"161,776","155,728","157,332","162,058","162,058",95.64,95.64,95.64,95.64,95.64,67.41,67.41,67.41,67.41,67.41
Camden,Gloucester City,5,1,0,0,0,-,-,0,0,1,-,-,"1,026","1,068","1,006",-,-,"111,756","103,063","121,117","112,367","112,367",90.15,90.15,90.15,90.15,90.15,70.01,70.01,70.01,70.01,70.01
Camden,Collingswood,6,1,105,0,1,-,-,2,72,2,-,-,998,"1,037","1,031",-,-,"221,896","218,658","226,157","229,653","229,653",92.33,92.33,92.33,92.33,92.33,52.88,52.88,52.88,52.88,52.88
Camden,Clementon,4,1,1,0,14,-,-,0,0,0,-,-,797,911,889,-,-,"129,546","116,737","124,628","122,133","122,133",92.35,92.35,92.35,92.35,92.35,61.48,61.48,61.48,61.48,61.48
Camden,Cherry Hill,6,1,100,19,38,-,-,284,18,125,-,-,"1,204","1,284","1,289",-,-,"241,064","235,371","236,675","240,995","240,995",94.48,94.48,94.48,94.48,94.48,80.02,80.02,80.02,80.02,80.02
Camden,Hi-Nella,6,1,0,0,0,-,-,0,0,0,-,-,977,"1,017",999,-,-,"145,164","145,283","132,108","145,484","145,484",89.76,89.76,89.76,89.76,89.76,31.03,31.03,31.03,31.03,31.03
Camden,Haddon Twp,6,1,2,63,7,-,-,9,2,45,-,-,997,"1,037","1,086",-,-,"236,585","233,195","235,770","239,124","239,124",96.12,96.12,96.12,96.12,96.12,68.86,68.86,68.86,68.86,68.86
Camden,Haddon Heights,5,1,5,2,16,-,-,2,21,13,-,-,993,"1,013",975,-,-,"278,521","277,479","282,192","281,478","281,478",94.87,94.87,94.87,94.87,94.87,78.14,78.14,78.14,78.14,78.14
Somerset,Bernardsville,25,7,5,10,6,-,-,6,8,9,-,-,"1,545","1,551","1,653",-,-,"791,897","795,403","773,857","776,666","776,666",93.52,93.52,93.52,93.52,93.52,83.69,83.69,83.69,83.69,83.69
Somerset,Bernards Twp,21,7,10,13,10,-,-,36,9,8,-,-,"1,840","1,893","1,905",-,-,"619,232","643,260","659,322","662,546","662,546",96.83,96.83,96.83,96.83,96.83,86.88,86.88,86.88,86.88,86.88
Salem,Woodstown,3,2,0,0,0,-,-,0,0,0,-,-,989,972,955,-,-,"204,337","205,304","205,006","198,445","198,445",94.44,94.44,94.44,94.44,94.44,61.08,61.08,61.08,61.08,61.08
Salem,Salem,3,2,0,0,0,-,-,0,0,0,-,-,821,850,859,-,-,"90,884","76,977","63,949","65,882","65,882",81.92,81.92,81.92,81.92,81.92,35.47,35.47,35.47,35.47,35.47
Salem,Quinton,3,2,1,1,0,-,-,2,0,0,-,-,944,"1,047","1,080",-,-,"163,371","163,505","166,349","158,023","158,023",94.27,94.27,94.27,94.27,94.27,83.4,83.4,83.4,83.4,83.4
Salem,Pilesgrove,3,2,2,3,4,-,-,2,2,1,-,-,"1,413","1,518","1,210",-,-,"258,550","256,377","255,414","253,441","253,441",93.35,93.35,93.35,93.35,93.35,81.85,81.85,81.85,81.85,81.85
Passaic,Hawthorne,38,9,1,0,2,-,-,1,1,0,-,-,"1,394","1,404","1,420",-,-,"337,019","343,655","343,752","351,473","351,473",96.11,96.11,96.11,96.11,96.11,64.01,64.01,64.01,64.01,64.01
Passaic,Little Falls,40,11,2,5,37,-,-,0,0,5,-,-,"1,235","1,223","1,235",-,-,"326,881","334,328","333,325","330,488","330,488",96.24,96.24,96.24,96.24,96.24,69.05,69.05,69.05,69.05,69.05
Passaic,Passaic,36,9,125,0,0,-,-,0,55,6,-,-,"1,052","1,076","1,092",-,-,"311,540","295,167","334,014","303,406","303,406",95,95,95,95,95,25.37,25.37,25.37,25.37,25.37
Somerset,Bedminster,23,7,1,1,0,-,-,1,0,0,-,-,"1,754","1,882","1,814",-,-,"372,231","368,622","374,513","383,634","383,634",94.27,94.27,94.27,94.27,94.27,80.71,80.71,80.71,80.71,80.71
Somerset,South Bound Brook,23,12,1,3,25,-,-,2,1,5,-,-,"1,352","1,340","1,262",-,-,"230,786","227,747","239,015","244,365","244,365",92.92,92.92,92.92,92.92,92.92,61.45,61.45,61.45,61.45,61.45
Warren,Washington Twp,23,5,0,2,1,-,-,1,2,1,-,-,"1,078",731,"1,112",-,-,"267,530","263,550","260,977","252,279","252,279",95.47,95.47,95.47,95.47,95.47,90.59,90.59,90.59,90.59,90.59
Sussex,Stillwater,24,5,1,2,1,-,-,2,2,2,-,-,988,"1,100","1,194",-,-,"229,100","224,943","219,542","229,014","229,014",80.47,80.47,80.47,80.47,80.47,89.57,89.57,89.57,89.57,89.57
Burlington,Washington Twp,9,2,2,3,2,-,-,2,3,2,-,-,"1,346","1,125",962,-,-,"226,404","221,069","213,112","207,163","207,163",90.14,90.14,90.14,90.14,90.14,78.13,78.13,78.13,78.13,78.13
Burlington,Tabernacle,9,3,4,5,7,-,-,1,2,5,-,-,"1,293","1,567","1,555",-,-,"283,308","282,803","279,511","285,838","285,838",97.14,97.14,97.14,97.14,97.14,93.47,93.47,93.47,93.47,93.47
Burlington,Wrightstown,12,3,0,0,0,-,-,1,0,0,-,-,909,931,985,-,-,"156,777","140,794","137,780","151,826","151,826",88.79,88.79,88.79,88.79,88.79,29.45,29.45,29.45,29.45,29.45
Burlington,Willingboro,7,3,25,123,159,-,-,0,1,258,-,-,"1,613","1,616","1,551",-,-,"150,973","149,427","147,655","147,906","147,906",95.12,95.12,95.12,95.12,95.12,87.84,87.84,87.84,87.84,87.84
Camden,Barrington,5,1,3,5,0,-,-,1,1,1,-,-,904,845,873,-,-,"204,281","203,343","203,884","206,075","206,075",94.62,94.62,94.62,94.62,94.62,62.01,62.01,62.01,62.01,62.01
Camden,Audubon,5,1,3,4,1,-,-,2,3,3,-,-,922,927,878,-,-,"200,953","191,786","199,256","200,403","200,403",95.26,95.26,95.26,95.26,95.26,73.44,73.44,73.44,73.44,73.44
Passaic,Woodland Park,40,11,39,77,112,-,-,52,35,83,-,-,"1,331","1,278","1,314",-,-,"355,034","371,996","359,664","368,285","368,285",95.8,95.8,95.8,95.8,95.8,60.28,60.28,60.28,60.28,60.28
Passaic,West Milford,26,5,8,6,9,-,-,13,8,7,-,-,"1,388","1,416","1,471",-,-,"264,465","256,220","269,285","264,746","264,746",92.38,92.38,92.38,92.38,92.38,89.11,89.11,89.11,89.11,89.11
Salem,Carneys Point,3,2,14,13,10,-,-,10,9,10,-,-,997,"1,002",959,-,-,"157,608","161,710","146,216","131,415","131,415",93.2,93.2,93.2,93.2,93.2,66.61,66.61,66.61,66.61,66.61
Passaic,Prospect Park,35,9,0,0,0,-,-,0,0,0,-,-,"1,330","1,280","1,298",-,-,"217,497","214,479","219,323","226,049","226,049",93.06,93.06,93.06,93.06,93.06,46.69,46.69,46.69,46.69,46.69
Passaic,Paterson,35,9,99,144,30,-,-,13,18,121,-,-,"1,107","1,116","1,112",-,-,"258,156","243,433","212,805","210,488","210,488",92.46,92.46,92.46,92.46,92.46,29.59,29.59,29.59,29.59,29.59
Passaic,Wanaque,39,11,72,9,43,-,-,41,38,0,-,-,"1,521","1,404","1,414",-,-,"284,541","277,131","273,386","257,851","257,851",96.03,96.03,96.03,96.03,96.03,82.58,82.58,82.58,82.58,82.58
Passaic,Totowa,40,11,0,4,33,-,-,2,2,1,-,-,"1,521","1,481","1,466",-,-,"344,258","370,968","382,928","368,627","368,627",96.55,96.55,96.55,96.55,96.55,80.84,80.84,80.84,80.84,80.84
