County  ,Municipality  ,LD  ,CD  ,% Pop Change 2013,% Pop Change 2014,% Pop Change 2015,% Pop Change 2016,% Pop Change 2017,25+ 2013,25+ 2014,25+ 2015,25+ 2016,25+ 2017,% College Grad 2013,% College Grad 2014,% College Grad 2015,% College Grad 2016,% College Grad 2017,% Foreign Born 2013,% Foreign Born 2014,% Foreign Born 2015,% Foreign Born 2016,% Foreign Born 2017,% AA 2013,% AA 2014,% AA 2015,% AA 2016,% AA 2017,% Asian 2013,,2015,2016,2017,% Hisp 2013,2014,2015,2016,2017
Bergen,Allendale,40,5,3.06,4.37,4.87,5.35,6.16,"4,217","4,328","4,367",-,-,63.48,65.02,66.09,-,-,13.71,14.6,14.35,-,-,0.51,0.51,0.51,0.51,0.51,9.64,9.64,9.64,9.64,9.64,4.67,4.67,4.67,4.67,4.67
Bergen,Bogota,37,5,1.18,1.77,2.6,3.91,4.64,"5,541","5,425","5,631",-,-,30.18,27.23,32.18,-,-,32.77,33.97,30.84,-,-,9.42,9.42,9.42,9.42,9.42,9.81,9.81,9.81,9.81,9.81,38.71,38.71,38.71,38.71,38.71
Bergen,Cliffside Park,36,9,6.84,8.09,5.35,5.35,6.56,"18,289","18,869","18,932",-,-,40.46,41.07,40.5,-,-,40.87,41.8,43.97,-,-,3.29,3.29,3.29,3.29,3.29,13.78,13.78,13.78,13.78,13.78,28.41,28.41,28.41,28.41,28.41
Bergen,Demarest,39,5,1.35,1.88,3.46,2.44,3.09,"3,277","3,393","3,372",-,-,69.79,72.68,66.7,-,-,29.38,26.8,27.68,-,-,0.64,0.64,0.64,0.64,0.64,26.41,26.41,26.41,26.41,26.41,4.43,4.43,4.43,4.43,4.43
Bergen,Ho-Ho-Kus,40,5,1.13,2.28,2.13,1.57,2.57,"2,837","2,816","2,760",-,-,71.34,74.72,76.41,-,-,12.31,12.65,13.04,-,-,0.22,0.22,0.22,0.22,0.22,5.79,5.79,5.79,5.79,5.79,4.12,4.12,4.12,4.12,4.12
Bergen,Haworth,39,5,1.45,1.95,2.6,2.42,3.4,"2,195","2,246","2,293",-,-,72.62,70.17,68.56,-,-,15.06,16.03,17.42,-,-,1.15,1.15,1.15,1.15,1.15,11.89,11.89,11.89,11.89,11.89,4.38,4.38,4.38,4.38,4.38
Bergen,Leonia,37,9,1.54,2.26,3.16,2.89,3.64,"6,270","6,393","6,327",-,-,61.24,59.66,59.13,-,-,44.58,46.93,48.32,-,-,2.34,2.34,2.34,2.34,2.34,35.12,35.12,35.12,35.12,35.12,16.66,16.66,16.66,16.66,16.66
Bergen,Lodi,38,5,1.6,2.15,2.9,2.66,3.42,"16,469","16,881","16,843",-,-,23.09,23.11,24,-,-,35.52,35.16,36.91,-,-,7.52,7.52,7.52,7.52,7.52,8.57,8.57,8.57,8.57,8.57,30.49,30.49,30.49,30.49,30.49
Bergen,Lyndhurst,36,9,3.75,7.42,8.43,8.2,9.11,"15,017","15,297","15,498",-,-,31.31,29.59,31.29,-,-,25.21,28.24,27.05,-,-,1.98,1.98,1.98,1.98,1.98,6.59,6.59,6.59,6.59,6.59,18.34,18.34,18.34,18.34,18.34
Bergen,Maywood,38,5,1.38,2,2.62,2.41,3.19,"6,900","6,862","6,976",-,-,40.8,38.02,36.51,-,-,20.48,21.76,24.92,-,-,5.34,5.34,5.34,5.34,5.34,10.98,10.98,10.98,10.98,10.98,18.68,18.68,18.68,18.68,18.68
Bergen,Midland Park,40,5,2.03,2.48,2.82,2.68,3.59,"5,167","5,142","5,148",-,-,50.65,53.46,51.53,-,-,11.84,10.54,10.35,-,-,0.84,0.84,0.84,0.84,0.84,2.69,2.69,2.69,2.69,2.69,6.65,6.65,6.65,6.65,6.65
Bergen,Moonachie,36,9,1.81,2.77,2.95,3.03,3.4,"2,059","2,065","1,965",-,-,18.31,18.6,21.22,-,-,33.42,37.65,36.54,-,-,1.4,1.4,1.4,1.4,1.4,10.04,10.04,10.04,10.04,10.04,24.37,24.37,24.37,24.37,24.37
Bergen,New Milford,38,5,1.41,2.06,2.82,2.56,3.23,"11,457","11,400","11,503",-,-,38.57,40.99,38.78,-,-,30.42,29.77,30.51,-,-,3.72,3.72,3.72,3.72,3.72,19.39,19.39,19.39,19.39,19.39,13.63,13.63,13.63,13.63,13.63
Bergen,Northvale,37,5,2.28,2.82,4.72,6.31,7.44,"3,229","3,262","3,360",-,-,35.68,42.27,47.32,-,-,26.67,24.91,27.59,-,-,1.06,1.06,1.06,1.06,1.06,24.01,24.01,24.01,24.01,24.01,8.15,8.15,8.15,8.15,8.15
Monmouth,West Long Branch,11,6,5.09,3.15,-1.27,-1.65,-1.54,"4,883","4,963","4,642",-,-,40.08,41.29,39.49,-,-,6.35,6.48,6.8,-,-,2.21,2.21,2.21,2.21,2.21,1.19,1.19,1.19,1.19,1.19,5.03,5.03,5.03,5.03,5.03
Morris,Boonton Twp,25,11,2.16,2.11,2.35,2.32,2.04,"3,048","3,072","3,074",-,-,50.85,55.05,52.99,-,-,11.14,10.05,10.49,-,-,1.55,1.55,1.55,1.55,1.55,3.99,3.99,3.99,3.99,3.99,4.18,4.18,4.18,4.18,4.18
Mercer,Princeton (as of 1/1/2013),16,12,1.53,5.38,3.61,9.37,11.37,"16,716","17,132","17,106",-,-,79.67,80.9,78.79,-,-,24.42,25.2,25.53,-,-,5.61,5.61,5.61,5.61,5.61,13.89,13.89,13.89,13.89,13.89,8.37,8.37,8.37,8.37,8.37
Monmouth,Shrewsbury Twp,11,4,-1.49,-1.93,-1.67,-11.57,-11.48,706,794,867,-,-,23.37,23.68,23.18,-,-,10.32,11.33,16.68,-,-,14.29,14.29,14.29,14.29,14.29,6.57,6.57,6.57,6.57,6.57,14.11,14.11,14.11,14.11,14.11
Atlantic,Corbin City,1,2,0.2,0.41,0,1.42,1.63,414,419,349,-,-,20.77,20.05,25.5,-,-,2.44,2.01,2.7,-,-,0.41,0.41,0.41,0.41,0.41,1.22,1.22,1.22,1.22,1.22,3.46,3.46,3.46,3.46,3.46
Monmouth,Spring Lake Heights,30,4,-0.51,-1.04,-1.15,-2.16,-2.02,"3,627","3,743","3,542",-,-,56.33,60.03,56.44,-,-,3.55,3.73,5.1,-,-,0.64,0.64,0.64,0.64,0.64,1.08,1.08,1.08,1.08,1.08,3.29,3.29,3.29,3.29,3.29
Monmouth,Union Beach,13,6,-7.05,-8.73,-10.41,-10.58,-10.94,"3,987","3,956","3,909",-,-,16.2,16.48,17.98,-,-,9.84,10.73,7.14,-,-,1.54,1.54,1.54,1.54,1.54,1.81,1.81,1.81,1.81,1.81,10.98,10.98,10.98,10.98,10.98
Atlantic,Folsom,2,2,-0.64,-0.8,-1.8,-3.24,-3.71,"1,280","1,240","1,304",-,-,15.78,15.73,17.48,-,-,1.43,2.06,2.38,-,-,4.19,4.19,4.19,4.19,4.19,0.85,0.85,0.85,0.85,0.85,6.74,6.74,6.74,6.74,6.74
Monmouth,Upper Freehold,12,4,0.14,-0.19,-0.22,-0.3,1.06,"4,636","4,570","4,781",-,-,53.15,51.75,51.79,-,-,6.42,5.42,6.07,-,-,2.01,2.01,2.01,2.01,2.01,4.35,4.35,4.35,4.35,4.35,3.68,3.68,3.68,3.68,3.68
Atlantic,Egg Harbor,2,2,0.07,0.49,-0.09,-1.18,-1.63,"2,687","2,730","29,141",-,-,14.14,13.3,30.56,-,-,8.44,11,163.85,-,-,17.94,17.94,17.94,17.94,17.94,2.22,2.22,2.22,2.22,2.22,26.28,26.28,26.28,26.28,26.28
Passaic,Pompton Lakes,40,11,0.46,0.62,0.95,0.27,0.98,"7,894","7,974","7,982",-,-,33.92,32.67,33.1,-,-,18.57,19.61,19.98,-,-,1.41,1.41,1.41,1.41,1.41,5.39,5.39,5.39,5.39,5.39,10.89,10.89,10.89,10.89,10.89
Passaic,North Haledon,35,11,0.81,1.13,1.56,0.88,1.82,"6,010","6,131","6,338",-,-,43.88,41.64,42.81,-,-,13.75,15.78,15.8,-,-,1.76,1.76,1.76,1.76,1.76,3.78,3.78,3.78,3.78,3.78,7.46,7.46,7.46,7.46,7.46
Passaic,Wayne,40,11,0.59,0.61,0.9,-0.05,0.65,"37,553","37,787","37,928",-,-,50.01,50.31,49.84,-,-,18.85,18.64,18.52,-,-,2.28,2.28,2.28,2.28,2.28,8.18,8.18,8.18,8.18,8.18,7.92,7.92,7.92,7.92,7.92
Passaic,Ringwood,39,5,0.88,1.22,1.8,1.4,1.85,"8,235","8,053","8,185",-,-,40.79,42.07,42.19,-,-,9.19,10.32,9.28,-,-,1.36,1.36,1.36,1.36,1.36,1.74,1.74,1.74,1.74,1.74,5.78,5.78,5.78,5.78,5.78
Ocean,Surf City,9,2,0.58,0.91,-0.08,-2.24,-1.49,"1,040","1,014",982,-,-,44.9,45.66,46.74,-,-,2.36,0.7,0.71,-,-,1.33,1.33,1.33,1.33,1.33,0.58,0.58,0.58,0.58,0.58,5.06,5.06,5.06,5.06,5.06
Ocean,Seaside Heights,10,3,0.66,0.94,0.17,0.31,0.55,"2,238","2,044","1,931",-,-,8.58,8.12,12.27,-,-,13.04,20.01,20.49,-,-,6.69,6.69,6.69,6.69,6.69,1.52,1.52,1.52,1.52,1.52,17.87,17.87,17.87,17.87,17.87
Passaic,Haledon,35,9,0.81,1.84,1.6,0.93,1.74,"5,539","5,607","5,631",-,-,24.66,28.09,24.6,-,-,34.41,31.14,29.56,-,-,11.77,11.77,11.77,11.77,11.77,6.35,6.35,6.35,6.35,6.35,41.6,41.6,41.6,41.6,41.6
Passaic,Bloomingdale,39,11,1.12,6.82,7.3,6.75,7.65,"5,296","5,787","5,913",-,-,27.08,27.37,30.09,-,-,18.11,13.87,11.87,-,-,1.14,1.14,1.14,1.14,1.14,2.46,2.46,2.46,2.46,2.46,9.33,9.33,9.33,9.33,9.33
Salem,Elmer,3,2,-1.86,-2.87,-3.73,-4.87,-5.95,929,953,981,-,-,20.34,20.36,23.04,-,-,2.65,1.96,1.71,-,-,2.15,2.15,2.15,2.15,2.15,0.79,0.79,0.79,0.79,0.79,3.15,3.15,3.15,3.15,3.15
Salem,Mannington,3,2,-1,-1.61,-3.1,-3.1,-4.15,"1,309","1,279","1,342",-,-,16.2,17.75,20.42,-,-,6.44,6.73,6.93,-,-,21.1,21.1,21.1,21.1,21.1,0.44,0.44,0.44,0.44,0.44,8.19,8.19,8.19,8.19,8.19
Hunterdon,Lebanon Twp,23,7,-1.18,-2.05,-2.96,-7.54,-7.39,"4,488","4,519","4,690",-,-,36.81,37.57,42.81,-,-,7.51,7.62,7.13,-,-,1.68,1.68,1.68,1.68,1.68,1.47,1.47,1.47,1.47,1.47,3.11,3.11,3.11,3.11,3.11
Hunterdon,Raritan Twp,16,7,-0.41,-0.56,-0.65,-1.02,-0.36,"15,103","14,911","14,926",-,-,52.11,51.41,53.51,-,-,9.9,10.2,10.09,-,-,2.07,2.07,2.07,2.07,2.07,5.95,5.95,5.95,5.95,5.95,5.13,5.13,5.13,5.13,5.13
Hunterdon,Kingwood,23,7,-0.31,-1.01,-1.59,-2.57,-2.42,"2,645","2,710","2,673",-,-,31.08,32.73,34.46,-,-,4.63,2.85,3.68,-,-,0.65,0.65,0.65,0.65,0.65,1.09,1.09,1.09,1.09,1.09,2.39,2.39,2.39,2.39,2.39
Hunterdon,Lebanon,23,7,-1.55,2.21,23.05,22.46,22.9,"1,110","1,228","1,274",-,-,46.58,47.88,51.26,-,-,6.26,7.14,8.06,-,-,1.77,1.77,1.77,1.77,1.77,5.23,5.23,5.23,5.23,5.23,5.01,5.01,5.01,5.01,5.01
Hunterdon,West Amwell,15,7,-26.95,-27.08,-27.6,-27.99,-27.94,"2,220","2,064","2,052",-,-,43.51,40.31,47.66,-,-,8.36,6.89,6.44,-,-,13.39,13.39,13.39,13.39,13.39,1.46,1.46,1.46,1.46,1.46,4.84,4.84,4.84,4.84,4.84
Hunterdon,Readington,16,7,-0.22,-0.53,-1.21,-1.56,-1.01,"11,406","11,393","11,414",-,-,51.49,51.33,51.35,-,-,8.93,8.04,8.21,-,-,1.33,1.33,1.33,1.33,1.33,3.6,3.6,3.6,3.6,3.6,3.93,3.93,3.93,3.93,3.93
Hunterdon,Tewksbury,23,7,-0.83,-1.13,-1.82,-2.67,-2.49,"4,349","4,443","4,435",-,-,62.77,61.35,63.77,-,-,8.14,10.27,9.95,-,-,0.83,0.83,0.83,0.83,0.83,2.92,2.92,2.92,2.92,2.92,3.49,3.49,3.49,3.49,3.49
Hunterdon,Hampton Boro,23,7,-1.36,-2,-2.86,-5.07,-5,927,878,933,-,-,31.72,34.17,31.3,-,-,5.83,6.73,9.4,-,-,2.5,2.5,2.5,2.5,2.5,1.86,1.86,1.86,1.86,1.86,5.35,5.35,5.35,5.35,5.35
Hunterdon,High Bridge,23,7,-1.21,-1.64,-2.52,-2.93,-2.91,"2,526","2,539","2,565",-,-,44.73,47.14,42.81,-,-,9.14,7.57,8.43,-,-,1.32,1.32,1.32,1.32,1.32,3.18,3.18,3.18,3.18,3.18,6,6,6,6,6
Hunterdon,Frenchtown,23,7,-1.24,1.53,0.95,1.6,-0.51,"1,138","1,112","1,123",-,-,36.2,36.78,42.74,-,-,4.61,4.37,6.58,-,-,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,5.1,5.1,5.1,5.1,5.1
Camden,Tavistock,6,1,0,0,0,0,0,6,7,6,-,-,33.33,57.14,50,-,-,14.29,22.22,25,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camden,Winslow,4,1,-0.85,-1.53,-1.22,-0.43,-1.16,"26,275","26,409","26,613",-,-,26.89,26.43,27.44,-,-,7.59,9.11,7.99,-,-,36.17,36.17,36.17,36.17,36.17,3.1,3.1,3.1,3.1,3.1,8.1,8.1,8.1,8.1,8.1
Camden,Pine Hill,8,1,2.57,2.26,2.71,2.84,2.96,"6,948","6,986","7,043",-,-,19.93,17.68,19.1,-,-,5.21,4.6,4,-,-,24.07,24.07,24.07,24.07,24.07,2.12,2.12,2.12,2.12,2.12,6.74,6.74,6.74,6.74,6.74
Camden,Somerdale,6,1,2.14,3.65,6,6.89,6.93,"3,715","3,883","3,934",-,-,17.25,18.05,19.78,-,-,8.24,6.08,6.64,-,-,18.99,18.99,18.99,18.99,18.99,6,6,6,6,6,8.19,8.19,8.19,8.19,8.19
Cape May,Stone Harbor,1,2,-2.19,-2.54,-3.46,-3.81,-5.08,671,686,747,-,-,54.25,54.52,57.83,-,-,3.4,4.26,4.8,-,-,1.62,1.62,1.62,1.62,1.62,0.12,0.12,0.12,0.12,0.12,3.35,3.35,3.35,3.35,3.35
Cape May,Lower Township,1,2,-1.81,-2.64,-3.24,-3.76,-4.81,"16,617","16,509","16,607",-,-,19.96,20.26,19.48,-,-,4.59,4.72,4.76,-,-,1.99,1.99,1.99,1.99,1.99,0.62,0.62,0.62,0.62,0.62,4.24,4.24,4.24,4.24,4.24
Cape May,Ocean City,1,2,-2.14,-2.79,-2.96,-3.09,-4.23,"8,915","9,079","9,091",-,-,48.33,46.76,46.08,-,-,6.07,7.86,8.53,-,-,3.5,3.5,3.5,3.5,3.5,0.71,0.71,0.71,0.71,0.71,5.5,5.5,5.5,5.5,5.5
Cumberland,Hopewell,1,2,-1.05,-1.42,-2.49,-2.73,-3.26,"3,324","3,355","3,248",-,-,18.59,18.69,17.92,-,-,3.31,3.15,4.08,-,-,6.58,6.58,6.58,6.58,6.58,0.57,0.57,0.57,0.57,0.57,7.33,7.33,7.33,7.33,7.33
Cumberland,Commercial,1,2,-0.08,-0.41,-1.89,-2.39,-3.09,"3,353","3,395","3,444",-,-,7.07,4.68,6.94,-,-,1.31,1.86,2.29,-,-,10.24,10.24,10.24,10.24,10.24,0.52,0.52,0.52,0.52,0.52,6.1,6.1,6.1,6.1,6.1
Cape May,Wildwood Crest,1,2,-1.35,-2.2,-2.69,-3.15,-4.07,"2,596","2,549","2,559",-,-,32.82,36.09,37.51,-,-,4.79,4,7.53,-,-,1.68,1.68,1.68,1.68,1.68,1.01,1.01,1.01,1.01,1.01,5.63,5.63,5.63,5.63,5.63
Cape May,West Cape May,1,2,-0.39,-0.88,-0.78,-0.78,-0.88,714,693,757,-,-,36.55,35.35,40.16,-,-,7.01,12.63,16.15,-,-,8.69,8.69,8.69,8.69,8.69,0.2,0.2,0.2,0.2,0.2,4.98,4.98,4.98,4.98,4.98
Burlington,Springfield,8,3,-0.21,-0.79,-1.73,-2.9,-3.49,"2,446","2,389","2,320",-,-,32.01,32.65,32.54,-,-,3.68,2.73,3.24,-,-,3.81,3.81,3.81,3.81,3.81,2.55,2.55,2.55,2.55,2.55,3.72,3.72,3.72,3.72,3.72
Burlington,Westampton,8,3,-0.39,-0.82,-0.99,-0.36,-0.6,"5,989","6,210","6,182",-,-,40.16,40.23,41.69,-,-,12.3,10.83,12.36,-,-,25.45,25.45,25.45,25.45,25.45,6.9,6.9,6.9,6.9,6.9,8.84,8.84,8.84,8.84,8.84
Burlington,Woodland,8,3,0.5,0.39,0.28,-0.56,-0.73,"1,081","1,008","1,013",-,-,18.04,19.44,19.94,-,-,1.83,1.8,2.16,-,-,8.11,8.11,8.11,8.11,8.11,0.84,0.84,0.84,0.84,0.84,4.81,4.81,4.81,4.81,4.81
Camden,Berlin,8,1,0.16,-0.55,0.03,0.08,0.24,"5,373","5,252","5,293",-,-,26.88,27.25,28,-,-,4.96,3.65,3.2,-,-,4.19,4.19,4.19,4.19,4.19,2.78,2.78,2.78,2.78,2.78,3.12,3.12,3.12,3.12,3.12
Camden,Brooklawn,5,1,-0.56,-1.33,-1.13,-1.18,-1.07,"1,194","1,296","1,353",-,-,13.07,14.89,15.37,-,-,7.14,8.57,11.47,-,-,5.32,5.32,5.32,5.32,5.32,2.2,2.2,2.2,2.2,2.2,6.29,6.29,6.29,6.29,6.29
Camden,Chesilhurst,4,1,0.18,-0.49,0,0.12,0.31,"1,331","1,258","1,236",-,-,12.85,11.84,8.98,-,-,9.56,8.06,7.1,-,-,46.39,46.39,46.39,46.39,46.39,0.86,0.86,0.86,0.86,0.86,11.57,11.57,11.57,11.57,11.57
Camden,Gibbsboro,6,1,-0.75,-1.5,-1.32,-1.14,-1.19,"1,590","1,606","1,571",-,-,31.64,29.95,32.46,-,-,3.52,2.54,1.79,-,-,2.15,2.15,2.15,2.15,2.15,2.33,2.33,2.33,2.33,2.33,4.09,4.09,4.09,4.09,4.09
Camden,Gloucester Twp,4,1,-0.52,-0.94,-1.08,-1.07,-0.73,"42,985","7,551","43,836",-,-,27.02,15.57,27.78,-,-,7.34,4.66,7.26,-,-,16.19,16.19,16.19,16.19,16.19,3.67,3.67,3.67,3.67,3.67,5.65,5.65,5.65,5.65,5.65
Camden,Haddonfield,6,1,-0.74,-1.57,-1.54,-1.46,-1.36,"7,719","5,192","7,805",-,-,72.73,51.58,73.89,-,-,3.32,2.79,3.66,-,-,1.11,1.11,1.11,1.11,1.11,1.85,1.85,1.85,1.85,1.85,2.14,2.14,2.14,2.14,2.14
Camden,Oaklyn,6,1,-0.57,-1.34,-1.14,-1.11,-1.04,"2,906","2,967","3,016",-,-,30.8,33.43,32.73,-,-,4.94,5.4,6.19,-,-,2.48,2.48,2.48,2.48,2.48,1.81,1.81,1.81,1.81,1.81,5.37,5.37,5.37,5.37,5.37
Camden,Magnolia,5,1,-0.46,-1.22,-0.99,-0.97,-0.88,"3,088","3,083","3,032",-,-,18.2,15.86,18.47,-,-,8.12,5.17,4.4,-,-,18.27,18.27,18.27,18.27,18.27,1.89,1.89,1.89,1.89,1.89,7.83,7.83,7.83,7.83,7.83
Burlington,Riverton,7,3,-0.25,-0.76,-1.12,-2.37,-2.63,"2,003","1,963","1,990",-,-,46.73,46.05,46.63,-,-,3.97,4.56,3.8,-,-,3.31,3.31,3.31,3.31,3.31,0.76,0.76,0.76,0.76,0.76,2.02,2.02,2.02,2.02,2.02
Burlington,Pemberton,8,3,-1.21,-1.63,-1.85,-3.34,-4.9,"1,108","1,104","1,108",-,-,23.19,26.27,26.35,-,-,6.48,8.73,7.47,-,-,15.26,15.26,15.26,15.26,15.26,3.26,3.26,3.26,3.26,3.26,12.7,12.7,12.7,12.7,12.7
Burlington,Riverside,7,3,-0.32,-0.74,-1.01,-1.96,-2.23,"5,258","5,372","5,396",-,-,12.44,13.94,15.72,-,-,14.86,17.96,16.06,-,-,6.39,6.39,6.39,6.39,6.39,0.95,0.95,0.95,0.95,0.95,11.34,11.34,11.34,11.34,11.34
Burlington,North Hanover,12,3,-0.12,-0.4,-0.9,-1.26,-1.8,"4,601","4,386","4,297",-,-,18.43,22.46,24.92,-,-,5.64,5.75,6.23,-,-,9.33,9.33,9.33,9.33,9.33,1.89,1.89,1.89,1.89,1.89,10.43,10.43,10.43,10.43,10.43
Burlington,Palmyra,7,1,-0.5,-0.88,-1.14,-2.12,-2.39,"5,543","5,504","5,411",-,-,26.41,27.25,26.78,-,-,5.99,4.94,6.01,-,-,14.54,14.54,14.54,14.54,14.54,1.84,1.84,1.84,1.84,1.84,5.37,5.37,5.37,5.37,5.37
Burlington,Mount Laurel,7,3,-0.3,-0.29,-0.05,-0.3,-0.48,"29,619","29,707","29,681",-,-,48.78,49.15,49.18,-,-,9.88,9.89,10.09,-,-,9.7,9.7,9.7,9.7,9.7,7.26,7.26,7.26,7.26,7.26,4.56,4.56,4.56,4.56,4.56
Burlington,New Hanover,12,3,7.54,-1.72,9.38,10.07,1.44,"5,874","5,884","6,095",-,-,17.21,18.03,16.62,-,-,15.68,15.65,14.17,-,-,33.57,33.57,33.57,33.57,33.57,2.04,2.04,2.04,2.04,2.04,20.96,20.96,20.96,20.96,20.96
Burlington,Medford,8,3,1.08,1.41,1.65,1.77,2.01,"15,857","2,856","16,168",-,-,54.98,53.99,54.71,-,-,6.57,1.91,6.27,-,-,1.53,1.53,1.53,1.53,1.53,2.03,2.03,2.03,2.03,2.03,2.6,2.6,2.6,2.6,2.6
Burlington,Mount Holly,8,3,-2,-0.48,-0.45,-0.1,1.14,"6,162","6,285","6,294",-,-,23.81,23.63,24.04,-,-,6.21,6.55,6.93,-,-,23.1,23.1,23.1,23.1,23.1,1.47,1.47,1.47,1.47,1.47,12.69,12.69,12.69,12.69,12.69
Burlington,Southampton,8,3,-0.71,-0.97,-1.21,-2.19,-2.48,"8,482","8,362","8,181",-,-,23.46,23.67,23.96,-,-,4.94,4.31,3.3,-,-,2.21,2.21,2.21,2.21,2.21,1.33,1.33,1.33,1.33,1.33,2.15,2.15,2.15,2.15,2.15
Burlington,Shamong,8,3,-0.71,-0.89,-1.09,-0.57,-0.88,"4,376","4,415","4,347",-,-,35.85,36.6,38.03,-,-,3.51,2.74,2.11,-,-,0.92,0.92,0.92,0.92,0.92,0.59,0.59,0.59,0.59,0.59,2.3,2.3,2.3,2.3,2.3
Burlington,Medford Lakes,8,3,-0.24,-0.87,-1.47,-2.24,-3.21,"2,835","16,078","2,896",-,-,51.78,53.93,54.8,-,-,2.54,6.48,2.59,-,-,0.46,0.46,0.46,0.46,0.46,0.96,0.96,0.96,0.96,0.96,1.69,1.69,1.69,1.69,1.69
Hunterdon,Union Twp,23,7,-1.35,-2.42,-3.88,-5.69,-6.18,"4,376","4,118","4,117",-,-,42.21,46.5,49.16,-,-,9.21,8.38,9.97,-,-,9.06,9.06,9.06,9.06,9.06,4.13,4.13,4.13,4.13,4.13,6.08,6.08,6.08,6.08,6.08
Hunterdon,Stockton,16,7,-1.3,-1.67,-2.6,-3.53,-3.35,361,376,429,-,-,52.91,51.86,49.65,-,-,0.58,1.55,5.13,-,-,0,0,0,0,0,0.93,0.93,0.93,0.93,0.93,0.56,0.56,0.56,0.56,0.56
Hunterdon,Lambertville,15,7,-1.1,-1.28,-1.87,-2.41,-2.1,"3,151","3,238","3,136",-,-,53.63,59.02,56.86,-,-,11.99,6.81,6.96,-,-,1.95,1.95,1.95,1.95,1.95,1.31,1.31,1.31,1.31,1.31,9.75,9.75,9.75,9.75,9.75
Mercer,Lawrence,15,12,-0.91,-1.02,-0.69,-1.72,-0.93,"21,783","22,296","22,532",-,-,52.15,52.78,52.15,-,-,24.9,26.4,26.19,-,-,10.76,10.76,10.76,10.76,10.76,14.1,14.1,14.1,14.1,14.1,7.48,7.48,7.48,7.48,7.48
Mercer,Trenton,15,12,-0.66,-1.04,-0.81,-1.01,0.06,"53,872","53,741","54,756",-,-,10.87,10.7,10.96,-,-,23.64,23.64,24.28,-,-,52.01,52.01,52.01,52.01,52.01,1.19,1.19,1.19,1.19,1.19,33.71,33.71,33.71,33.71,33.71
Mercer,Ewing,15,12,2.12,2.11,1.94,0.54,2.12,"23,329","22,986","22,892",-,-,34.37,33.92,33.1,-,-,10.67,10.35,11.53,-,-,27.62,27.62,27.62,27.62,27.62,4.3,4.3,4.3,4.3,4.3,7.62,7.62,7.62,7.62,7.62
Mercer,Hightstown,14,12,1.33,1.33,0.42,0.16,-2,"3,991","3,976","3,950",-,-,34.75,37.73,39.52,-,-,25.95,23.48,21.5,-,-,8.05,8.05,8.05,8.05,8.05,4.08,4.08,4.08,4.08,4.08,30.29,30.29,30.29,30.29,30.29
Middlesex,Highland Park,18,6,2.71,3.25,2.61,1.52,1.3,"9,454","9,430","9,539",-,-,64.26,64.13,65.61,-,-,25.53,26.94,28.07,-,-,7.83,7.83,7.83,7.83,7.83,17.84,17.84,17.84,17.84,17.84,8.95,8.95,8.95,8.95,8.95
Middlesex,Middlesex Borough,22,12,1.3,1.86,2.19,1.3,1.7,"9,118","9,353","9,413",-,-,29.9,30,29.06,-,-,16.81,17.14,17.17,-,-,5.13,5.13,5.13,5.13,5.13,6,6,6,6,6,16.47,16.47,16.47,16.47,16.47
Middlesex,Carteret,19,6,5.03,5.56,5.8,5.03,5.43,"15,530","15,794","15,929",-,-,21.19,22.84,22.98,-,-,29.88,31.92,32.07,-,-,14.85,14.85,14.85,14.85,14.85,19.04,19.04,19.04,19.04,19.04,30.93,30.93,30.93,30.93,30.93
Middlesex,East Brunswick,18,12,1.36,2.02,3.08,2.35,2.8,"32,944","33,457","33,891",-,-,52.71,53.31,53.16,-,-,31.34,32.82,33.22,-,-,3.98,3.98,3.98,3.98,3.98,22.8,22.8,22.8,22.8,22.8,6.7,6.7,6.7,6.7,6.7
Hudson,Bayonne,31,"8, 10",3.18,4.68,5.22,5.1,6.6,"44,869","45,098","45,600",-,-,29.57,30.59,30.56,-,-,27.44,27.88,28.73,-,-,8.86,8.86,8.86,8.86,8.86,7.71,7.71,7.71,7.71,7.71,25.79,25.79,25.79,25.79,25.79
Gloucester,Woodbury Heights,3,1,-1.15,-1.54,-1.47,-1.54,-1.93,"2,224","2,242","2,181",-,-,23.83,22.39,21.69,-,-,2.66,2.94,2.85,-,-,3.4,3.4,3.4,3.4,3.4,1.64,1.64,1.64,1.64,1.64,2.42,2.42,2.42,2.42,2.42
Hudson,Jersey City,"31, 33","8, 10",3.94,5.88,6.74,6.69,9.35,"174,722","177,924","182,103",-,-,41.96,42.49,42.92,-,-,38.99,39.8,40.27,-,-,25.85,25.85,25.85,25.85,25.85,23.67,23.67,23.67,23.67,23.67,27.57,27.57,27.57,27.57,27.57
Hudson,Harrison,32,8,11.8,12.89,13.61,19.17,29.54,"9,728","10,130","10,276",-,-,29.68,30.78,32.01,-,-,53.77,54.15,52.27,-,-,2.18,2.18,2.18,2.18,2.18,16.28,16.28,16.28,16.28,16.28,44.18,44.18,44.18,44.18,44.18
Hudson,Secaucus,32,9,12.59,13.23,17.46,21.88,24.29,"12,889","13,238","13,546",-,-,41.69,40.62,41.81,-,-,31.96,36.07,36.13,-,-,4.11,4.11,4.11,4.11,4.11,20.4,20.4,20.4,20.4,20.4,18.6,18.6,18.6,18.6,18.6
